ID,FC,p
SLC7A10,-0.043355783,0.592671488
ACAD11,-0.051642751,0.698368983
TIFA,-0.113545603,0.54394353
GK5,0.120296539,0.656391348
HYOU1,-0.00807504,0.78525532
YWHAB,0.020663223,0.613291487
MMP14,-0.187611455,0.258681687
CEP41,0.02136211,0.81116251
CMTM6,-0.082306568,0.377796759
IFT122,0.103929267,0.056508214
ICMT,-0.031008162,0.669830865
BRAF,0.195746297,0.098951522
PRDX3,-0.036683305,0.553172526
KLHL25,-0.117167221,0.390099682
ANKH,0.056638329,0.411935407
AKAP13,0.169732613,0.11424181
ITGB1,-0.128437973,0.166498678
CDC37L1,0.003555722,0.909098171
SNX18,-0.300829928,0.01363333
ADNP,0.058144577,0.134562508
IGFBP6,-0.483501096,0.284894661
PROSER1,0.006689717,0.94183501
GTF3C5,0.00387532,0.943365604
ANXA11,0.187565918,0.205150235
ZFP410,-0.040536417,0.489751387
CMTM7,-0.235681513,0.344223278
IPO5,0.083329345,0.264964442
DPM1,0.069074847,0.442636817
HAS1,-0.011784029,0.972246875
MOB1B,0.270441593,0.020674057
EDNRB,-0.281709482,0.099826715
CEP295,0.176511231,0.101487591
RIMS1,-0.034408028,0.647361754
UBE2O,0.078255879,0.269825082
BET1,-0.038155809,0.497872058
CMTM4,0.25007576,0.083489936
NMB,-0.381157252,0.23654119
COPG2,0.026324285,0.428677265
HIVEP2,0.077322343,0.304483152
SLC7A2,0.324445039,0.067344463
EIF3L,-0.125707075,0.067399626
ZDHHC20,0.111544977,0.20476789
TRMT10A,0.129659775,0.031836997
IRF2BPL,-0.061503013,0.294586048
UBA5,-0.03249811,0.464959722
AABR07054096.1,0.438526996,0.003545998
SEC11A,-0.074218744,0.094199222
LHFPL2,-0.253946083,0.121888142
TEKT2,-0.666885872,0.080069509
IRX6,-0.166366973,0.659795623
GCH1,-0.060987931,0.871308961
AABR07063855.1,0.082451373,0.325584169
RGD1560925,-1.016133902,0.059308118
CLMN,0.023356341,0.891417585
TMEM185A,-0.19470163,0.057205903
GARS,-0.013616007,0.688458216
CYP2U1,-0.072837539,0.494248529
LAPTM5,-0.224347848,0.238229414
MFN1,-0.033355934,0.304076833
UTRN,-0.323626946,0.095828776
TTBK2,0.186549106,0.238683562
UNC119,-0.047262771,0.615522244
DENND1B,0.004894307,0.984433862
0,0.163593302,0.094809852
PAPSS2,-0.224052927,0.164639271
GNB4,-0.220664013,0.286946659
NT5E,-0.05265277,0.804964869
HTT,0.147195176,0.056532315
CALCB,0.361323869,0.477315594
ANK2,0.248840812,0.037172858
TJP1,-0.021247672,0.725128424
LOC100912604,-0.469326823,0.295931951
SSNA1,-0.040680427,0.649984875
EFCAB6,-0.020030841,0.914422601
HMGB3,0.030655289,0.883340364
AABR07040947.1,-0.195847318,0.049458927
TWIST1,-0.465777857,0.314442247
RPL22,-0.07207771,0.37781501
ARL15,-0.032491212,0.878565049
PCSK1,0.343593306,0.125070281
CIPC,-0.020532524,0.721095011
FAM161B,-0.064408536,0.418466371
TBPL1,-0.078752044,0.19020096
SNX25,-0.218823038,0.093629887
SPIN1,0.192969772,0.21641746
RADX,-1.054648889,0.057453141
AABR07067267.1,0.047501453,0.585990959
CALCA,0.118544577,0.696922976
LOC100362814,0.142330385,0.143284623
TRPC4,0.283214211,0.023590422
LAMA2,-0.059669808,0.81775963
GTF2B,-0.08850687,0.096939691
ZBTB41,0.153892555,0.242287424
RPL29,-0.121888799,0.125382198
PRXL2A,0.12979781,0.334288108
SERPINA11,-0.175349618,0.787110769
CYB5B,0.041430821,0.399385501
CRHR2,-0.3305912,0.413185123
GYG1,0.002765475,0.968454652
SSR3,-0.057452371,0.194446093
ARSB,0.069519904,0.177152676
TENM4,0.144837319,0.365765338
IL17RA,-0.070029935,0.344630709
ADGRF5,0.00195691,0.981052693
AABR07072207.1,-0.068335262,0.459653078
CLSTN3,0.025278577,0.545776629
JAK1,0.173312846,0.074360581
PPP2R2A,0.016191545,0.724096538
AC126641.1,0.235772342,0.053442271
SLC2A12,-0.342181018,0.07382929
SMCO4,-0.309006972,0.228607774
COQ6,0.128633464,0.029291096
WDHD1,0.090520751,0.653468414
MICU2,-0.012176082,0.822001247
RGD1359634,0.114172371,0.690722909
RIMS3,-0.173965724,0.29164463
FPR1,-0.077828377,0.900407056
HNRNPA2B1,0.004773759,0.933721002
AANAT,-0.177579374,0.707019483
SLC13A4,-0.257187841,0.395594315
ACY1,-0.06857558,0.230138836
HMGCLL1,0.110483543,0.082240424
TPP2,0.105846698,0.154886291
PRKRA,-0.134715959,0.16364641
PARP6,-0.042398053,0.126172013
BHMT,-0.223909943,0.669437448
CMTM8,0.045032213,0.875265042
CHRNA4,0.025974633,0.594259679
FARP1,0.068747094,0.168218615
RAPSN,-0.592346927,0.11204764
PEX5L,0.179479816,0.057336206
BLM,0.234787821,0.181821831
POLR2F,-0.028452919,0.615425216
TBL1XR1,0.069011928,0.231586858
DYNLL1,0.108973427,0.224766698
TIMM8A1,-0.115059672,0.377858354
ATP1B2,-0.109592238,0.192344123
LAYN,-0.094750549,0.683166232
CNTNAP4,0.179003709,0.519155776
ZC3H13,-0.055082897,0.258628094
TIPARP,-0.105479873,0.502511058
TFDP2,0.100067429,0.36729704
ARHGAP18,-0.060403296,0.666628433
HCRTR2,0.297546478,0.213069017
TRMT9B,-0.034926357,0.795234148
FAM76A,-0.199630829,0.129991837
MASP2,0.078960132,0.173810023
CMBL,-0.154429485,0.245759163
TTC14,0.104962951,0.201440709
BICRA,0.020245632,0.86297455
PLAC9,0.455638699,0.183633389
CHD5,0.112113914,0.238285666
MCC,0.0033374,0.978032786
TMEM254,-0.12063815,0.211264682
STK3,0.358737473,0.029774315
CMC2,0.180553905,0.25587726
MLLT3,-0.009952511,0.920595981
PPP2R1A,0.010132522,0.856777973
SDHAF3,-0.113866424,0.432691454
SGMS2,-0.189564213,0.603836614
ZDHHC22,-0.615208851,0.119080522
MINPP1,-0.057433524,0.520777392
TM2D3,0.038675264,0.752379015
HPF1,-0.024809781,0.419187196
USP33,0.04279507,0.531934805
ANAPC2,-0.024022683,0.629566944
CENPN,0.179366006,0.134650667
AABR07031193.1,-0.097823308,0.552864629
RAB11A,0.006073584,0.904202679
LOC103690131,0.183577412,0.642316165
SOX10,-0.318849789,0.08475914
SLMAP,0.08377735,0.397597231
UHRF2,-0.008571625,0.802152666
PDE10A,0.149331055,0.390931621
PAPSS1,-0.056445806,0.149322951
SORCS1,-0.328639843,0.212628754
MED16,-0.038922034,0.448666974
FAM167A,-0.646443567,0.138152333
PKN2,-0.043531012,0.522436425
IGFBPL1,-0.520398932,0.210396042
RFTN1,-0.007783217,0.955120662
LGI3,-0.268311101,0.114534635
PKM,0.084883982,0.333961454
TMEM63C,0.044965254,0.488922514
HDHD5,-0.195813768,0.050292176
SLK,0.141098009,0.173849351
ANKRD13C,-0.008279871,0.819253596
RICTOR,0.14485818,0.258859717
TDH,-0.715019722,0.077375549
EHD2,-0.028272737,0.843865953
SNX14,-0.053468876,0.532117031
FURIN,0.127568665,0.039981664
SHBG,0.354840727,0.039367639
HIPK3,0.199603524,0.136093451
DKK2,-0.697212332,0.086713035
SLC37A4,-0.09776186,0.250218404
NAPEPLD,0.148789246,0.317842007
PIGS,-0.022567209,0.69111796
CYP2R1,0.348076018,0.537455157
KCNS2,-0.005461237,0.975150635
REEP4,-0.374336701,0.183404702
TSC2,-0.106244628,0.039970874
BBOF1,0.283233538,0.044077637
SOCS4,-0.085934448,0.555022617
CCNDBP1,0.15111919,0.153112587
ACSBG1,-0.164189081,0.032779468
WDR33,0.063444485,0.192250162
NDUFS4,0.027574902,0.486243511
AIMP1,-0.077877975,0.175037081
TET3,0.126100427,0.349290155
RBSN,0.110429713,0.064861917
KIF3C,0.027723426,0.403674921
TRMT61A,0.106305375,0.132076198
RALYL,-0.080667249,0.354035848
USP50,-0.015610526,0.953345148
ISG20L2,-0.074648932,0.584798601
CHKB,0.092116313,0.233007857
PRAG1,0.02933841,0.893017847
ADGRG6,-0.26750307,0.193575399
SCP2,-0.15509094,0.032624676
PSMC3,0.023426619,0.693393175
VEGFC,0.073748088,0.816857865
PDE3B,-0.169408038,0.0866139
ALDH6A1,-0.052174308,0.560040852
MTMR7,0.047683997,0.413201321
SMAP2,0.001621316,0.924222154
AABR07043951.1,-0.051102271,0.628101252
CLDN23,-0.053106965,0.925395358
PTPN3,0.238203188,0.046805847
HR,-0.236756391,0.21459471
MFHAS1,0.077485064,0.315087011
OSBPL10,0.065291563,0.413312411
GRK5,-0.005914205,0.971036505
CCDC39,0.029254071,0.616755028
TPD52,-0.083474199,0.047266285
NKAIN1,-0.035973457,0.811920002
VILL,0.078200959,0.895632216
ERI1,0.022296391,0.813116711
LRP3,0.104725728,0.046646539
ALDOC,-0.146460431,0.044155058
KIF6,0.089543378,0.835686282
TBCK,0.040394561,0.414915456
SLC36A4,0.156575123,0.017232621
RHBDF2,0.247972426,0.379781639
ARFGEF3,0.24746734,0.130130659
AP3M1,-0.029996709,0.668767188
PSMB2,-0.04291021,0.540913488
UCK1,-0.064818497,0.304039471
TSC1,0.167662734,0.172144382
FGF9,0.10650488,0.441082409
PPP1R3B,-0.688101098,0.156849228
SRCIN1,-0.039770258,0.643312295
NARS2,0.031446177,0.81219785
ACKR4,-0.886676643,0.108660947
TUBGCP5,0.043859354,0.590762857
AABR07049821.1,-0.306857372,0.395700894
SERGEF,-0.13677391,0.079870633
R3HDM4,-0.070877644,0.258930351
DNAJC13,0.118068485,0.034499346
LOC108348302,0.169482889,0.223058875
RPL36A,-0.052461034,0.542618337
ALDH1B1,0.011295581,0.888269961
PSIP1,0.074966648,0.156197822
ATP1B3,-0.081789619,0.049261012
COL9A2,-0.350060864,0.058356102
SHB,-0.240387342,0.183958808
AKAP2,0.026905121,0.74766246
PICK1,-0.02373433,0.678073455
ZC3H12B,0.21226909,0.237736733
AGK,0.008426433,0.904427568
STK24,0.142016781,0.181690501
GLA,-0.010716884,0.911849908
TNFRSF21,0.093432523,0.125844684
DUSP26,0.000515767,0.992650871
ORC5,0.075226805,0.303859591
FILIP1,-0.277414134,0.194052487
H2AFY,-0.062447783,0.21904793
PCSK6,0.038354874,0.699667288
ALG14,0.238325557,0.057192555
MINDY4,0.03691513,0.825631962
GCSH,-0.211585687,0.015135903
VTA1,-0.05380041,0.172627337
CYGB,-0.069127649,0.463191894
APOPT1,-0.032129505,0.764995545
FAM118B,-0.076465374,0.54293345
ZFP219,-0.055123471,0.692894441
EBF2,-0.68826104,0.204192968
KCNAB2,0.220102069,0.103718848
MON1B,0.091947032,0.373940651
ACTL6A,-0.022870635,0.827733632
LRRC40,0.08809595,0.219715398
S100A8,0.07277569,0.898698567
CNN3,-0.219752593,0.096472096
MTMR9,-0.033529638,0.297600731
NLN,0.045350379,0.146330485
SLITRK2,0.120249865,0.456303786
CECR2,0.253143023,0.185935912
RPUSD4,0.161272138,0.105495142
RSPO3,0.021751936,0.875340523
KLC1,0.028773213,0.580741974
CSAD,-0.005198919,0.966979004
ADAMTS18,-0.507658364,0.189247957
RAB3D,0.018167521,0.74895969
GPATCH1,0.079023813,0.103833289
FAT3,0.05503137,0.714289631
LOC100909712,-0.02021872,0.779568039
RNF146,0.033094721,0.515535997
CAMK2D,0.098015532,0.634155279
LRP10,-0.128606148,0.139919186
HEY1,-0.003378398,0.977917813
SENP8,0.081206777,0.675311142
SLC15A1,-0.151761237,0.569502633
GLDC,-0.168871279,0.12290373
CAB39L,0.023095417,0.768390662
AABR07061825.1,0.15662652,0.063340643
MAPK1IP1L,0.087575721,0.369572219
PPIP5K2,-0.130913661,0.269679815
TMCC1,0.082585352,0.166722639
DGUOK,-0.067072947,0.474621066
MMAA,-0.003397465,0.978207242
MYO9A,0.225709357,0.07726513
LOC100911576,-0.042727276,0.695338262
ECHDC1,-0.074872623,0.341238963
RAB3C,0.065385174,0.682530134
KCNQ2,0.297735742,0.104923643
TNKS,0.081836746,0.295874323
ZFR,0.037989437,0.296845982
KRT27,0.595120512,0.14631092
FST,-0.894686821,0.048229556
CCT5,-0.013496167,0.732820407
XKR6,-0.123232771,0.657576552
DENND6A,0.07681616,0.08515411
MRPL47,0.089221584,0.33205784
TFAP2D,0.260105299,0.505725471
RRNAD1,0.315844198,0.000682906
REM2,-0.440989892,0.288748997
S100A6,-0.044647114,0.866128294
EPB42,0.646875524,0.22487154
SPPL2A,0.007183094,0.931963324
WASHC2C,0.055017577,0.265765221
PLK4,-0.090390025,0.733260111
DCAF10,-0.011477297,0.927847995
KBTBD6,-0.024050701,0.826079092
TEX30,0.082667766,0.402059922
ALPK3,0.158861542,0.427174118
HNRNPH2,0.059776909,0.231215173
RNF7,-0.090297679,0.188811273
FASTK,-0.066206109,0.193025299
NFIL3,-0.241507309,0.045122665
GSTCD,-0.323756304,0.019416331
TPH1,-0.228595203,0.595924772
ZFP40,0.234177933,0.030875269
SLC39A10,-0.063151208,0.533074806
WBP4,-0.021161041,0.812583808
IL16,0.301103293,0.408875788
FES,-0.343059757,0.169926529
AUH,-0.028853488,0.431561584
RMDN3,-0.174899981,0.013972946
LIFR,0.206411763,0.168701997
ZFP827,0.017718998,0.92222823
PTPRM,-0.185582614,0.231295836
FOXP3,0.3257638,0.342278169
FBXO34,-0.017736119,0.80972218
STMN2,0.063215765,0.325214523
PUM1,0.035001412,0.338892504
LOC691113,0.2723963,0.338576752
SAT2,-0.142512269,0.171928206
DEGS2,-0.400738175,0.109402504
C1RL,-0.190539738,0.599721447
NGB,0.035093052,0.900380446
L3MBTL3,-0.021991644,0.834430693
GRIN1,0.073238159,0.167659612
FTO,-0.027194398,0.540650829
NXF2,0.224543582,0.741282413
PSMB7,0.046688271,0.288049771
DENND4A,0.051918175,0.379011532
KDELC1,0.032125575,0.737592905
PSMA1,0.018104858,0.741467883
TMEM205,0.010066751,0.865926536
FAM180A,0.249049167,0.498303222
NCDN,0.172280142,0.170914141
SH3D19,-0.088687799,0.286289726
MYOM2,0.135471184,0.786131579
PHF3,-0.005994048,0.923854654
FKBP7,0.001134177,0.99487641
ELF1,-0.081807652,0.556714273
SERP1,-0.021332017,0.668503147
PTP4A1,-0.019213286,0.71023057
FBLIM1,0.338080185,0.161261242
MFAP3L,-0.122703317,0.127248516
SPAG5,-0.184542456,0.266102635
BLVRA,0.070832786,0.707072466
OPLAH,-0.201188794,0.149731197
GOT2,0.075689799,0.349485078
MOCS1,-0.335401473,0.034586007
XRN2,0.021726012,0.630866863
CDON,0.016612924,0.892658652
ZFAND4,0.25512021,0.088372389
C1R,0.054626339,0.770817699
MAPRE1,0.020821893,0.604039921
CCDC159,-0.009408034,0.950734581
F3,-0.107138538,0.37893909
LRFN2,-0.01479697,0.805580536
STX12,0.004379432,0.910668387
AABR07072449.1,0.04919789,0.710454371
CBX3,-0.004483862,0.932233688
SGK1,-0.051952255,0.628409582
RPL22L1,0.066909661,0.439033523
ACPP,-0.206460473,0.730494373
S100A4,-0.347559841,0.393254015
TFAP2B,-0.241734965,0.623988611
TRH,0.147165645,0.688386241
NDUFB3,-0.006933437,0.894555721
LZTS1,0.004975713,0.942018342
LOC100360846,0.205799655,0.089992467
RPGRIP1L,0.096405529,0.222147076
PLEKHA3,0.06545168,0.264121723
NUDT18,-0.008292707,0.900609826
MRPS31,-0.061254027,0.399217178
MAP2,0.115995408,0.162155724
INTS12,-0.057392576,0.610949641
KRT28,-0.147955351,0.758135114
GRK4,-0.12782222,0.481587074
NDUFS1,0.071918235,0.143734715
MYO6,-0.205460094,0.076280401
MBD2,0.005958371,0.950537035
RGD1563986,0.124912019,0.26871769
LOC108348154,0.216023044,0.207186767
MTPN,0.132085735,0.102373348
UNC5D,-0.034226782,0.900656247
EIF5A2,0.100620943,0.255074995
AADAT,-0.300955252,0.091954624
GINS3,-0.07065206,0.630776153
CIAO2B,-0.127500859,0.191923523
AABR07066180.1,-0.250603873,0.161968922
ATG14,0.095294201,0.313403822
FXR2,0.059110657,0.078949572
NFAT5,0.110315763,0.091054629
SLC25A15,0.01738584,0.819511826
GAB2,0.064169918,0.530598602
GOLGA2,0.013240526,0.749144664
RHPN2,-0.043004225,0.754117901
RGD1307929,0.02456045,0.583036356
ATP6V1B2,0.052877459,0.482741503
RPS3A,-0.130730106,0.058856704
LOC691143,0.067513301,0.481914596
RRAD,-0.539081614,0.036610699
TRAPPC4,0.048593659,0.531325731
ATP6V1E1,0.05328025,0.458858731
ASXL2,0.157547499,0.275834992
RASA2,0.054206941,0.284736732
HNRNPR,-0.034212047,0.551775966
TMEM38A,0.00150018,0.959551503
CP,-0.532668732,0.019434527
DTNB,-0.021559699,0.735801044
VSX2,0.531062342,0.111330043
DUSP4,-0.407714771,0.139459764
STT3B,-0.052228035,0.306523223
SDC3,-0.056247093,0.484061938
ABCD3,-0.059856124,0.107837176
SMARCA2,0.042793039,0.659683682
SNRPA1,-0.09283888,0.372454189
CSNK2A2,0.08196653,0.117145445
ABHD14A,0.021892954,0.848737503
SGTB,0.174507892,0.279359718
SNX10,0.07342879,0.244865104
CYFIP1,0.111186758,0.092310144
PTN,-0.10793888,0.236036643
TIFAB,-0.375385707,0.307158492
NDUFB5,-0.032617422,0.680723585
PLK2,0.212507225,0.111650819
SAMM50,-0.011827396,0.734626658
SUPT16H,0.024322716,0.692097641
KISS1R,-0.173699789,0.518770007
AABR07026997.1,0.026024519,0.875864584
AKTIP,-0.021804296,0.582848365
GIN1,0.051724565,0.63859963
ABCD4,0.051305994,0.641735776
NPHP4,0.146024824,0.221846505
DOCK9,0.191606542,0.193807149
TMEM82,0.012282852,0.972003985
C1S,0.199452546,0.063603289
CRTC3,0.063887543,0.779648566
NUDT7,-0.267121584,0.30676055
SEMA5A,0.322997878,0.292200777
MRPS24,0.016558449,0.865333797
LRRC7,0.216695818,0.078565517
SLC39A13,0.071175834,0.382681159
CXCL14,-0.186167819,0.103816191
KRT12,0.092606613,0.677135045
CD2AP,0.110074794,0.393713299
VAT1L,-0.378579567,0.067094235
SLC10A7,-0.181460498,0.14568136
SLC18A1,0.089161345,0.602311707
PERP,0.301561221,0.505458488
VPS37A,0.11934229,0.158554736
IQGAP1,0.17467781,0.035296374
UBAP1,-0.029019802,0.658943484
SLC38A7,0.038918345,0.603555598
S100A3,-0.230927171,0.284218474
PINX1,0.170956701,0.355094626
FAM160B2,0.013284083,0.819293564
LRRC49,-0.030328037,0.330048863
NPC1,-0.183821245,0.140877487
OTULIN,-0.073502949,0.655136366
B3GALNT1,0.03922267,0.435972408
NSUN4,-0.164875175,0.373420837
CTNNBL1,0.013333221,0.814783328
RGD1562914,-0.083350894,0.773413249
PSMC2,-0.021509741,0.619624093
AABR07043897.1,0.447073731,0.043727445
RNF181,-0.111515692,0.05237798
PCSK5,-0.053864495,0.613226923
GALNT7,-0.132598218,0.177275642
HTR1D,0.075210647,0.866027415
SLC25A48,0.524693134,0.269832175
ADGRB3,0.195736115,0.015534029
PRMT5,-0.126274483,0.023945677
SOX7,-0.065978947,0.740779308
NCAPH,-0.465622694,0.338455856
S100A16,-0.249925685,0.02581333
ZMPSTE24,-0.093655412,0.188008904
MAN2A2,0.093866165,0.23704987
EGFLAM,-0.249802281,0.065348821
GUCY1B1,0.077056394,0.226649254
PRKCB,0.200894733,0.255965184
NPC2,-0.302798997,0.05915599
FAM111A,0.241389554,0.477676122
ABHD14B,-0.155736773,0.220942171
IFNGR1,-0.245647263,0.017166553
TXN1,-0.032742581,0.600884754
ST6GALNAC2,0.152030946,0.617269198
XPNPEP1,0.001513536,0.986266679
ISCA2,0.040496257,0.656628515
UFSP2,0.010054824,0.779604664
CSTF3,-0.00933096,0.868937756
SLC16A8,0.328941187,0.563563782
PPA2,0.036111176,0.533119438
LTBP2,-0.046518094,0.876688875
PKIA,0.02814418,0.716181879
ADCYAP1R1,-0.162267197,0.041819249
TENT2,0.061077027,0.305834587
SSBP1,-0.124946471,0.32180177
NMBR,-0.097364022,0.726483865
DNAJA4,0.079303166,0.171971189
THSD1,0.003560659,0.967363244
OTULINL,0.358713832,0.059870972
COL17A1,-0.355156372,0.13173933
POLI,0.412382661,0.033767943
SDF2,-0.020891736,0.561884889
CLVS2,0.024938087,0.81012185
FDX1,0.01393821,0.913611288
TRAPPC13,0.013312298,0.823204049
SCN4A,0.136985812,0.47190311
MRPS30,0.000119164,0.998373673
CCDC84,-0.089597217,0.230313643
RBMXL1,-0.016479044,0.836663615
CEP89,-0.077616737,0.450053434
XRCC3,0.014373865,0.954316768
POMT2,0.049801619,0.412313501
NOP14,0.071495986,0.410445501
TRIO,0.086836967,0.336383467
GPSM2,0.025511734,0.842398021
ITPRIPL1,0.096907746,0.807380278
RBL2,-0.024082881,0.659439524
SOX15,0.196333947,0.667387888
OSTF1,-0.229545781,0.054009033
SNRNP200,0.068602848,0.177918454
SYK,-0.033644349,0.8384273
MPDU1,-0.030675278,0.676518748
PLEKHM2,-0.017468114,0.377390779
PLPPR2,0.03755173,0.40936988
ADAL,0.194490213,0.273133886
FBXL21,-0.019153268,0.877879646
SPI1,-0.124692356,0.576021465
NFATC2,-0.401285184,0.068210724
RAB27B,-0.073030125,0.655820122
LMBRD1,-0.092185335,0.020015717
LPL,0.071859538,0.609799478
GLRX,0.092089147,0.463955982
URGCP,0.101662382,0.057478404
ZFYVE21,-0.245833521,0.039851894
GOLPH3,-0.066824547,0.233156193
ZNF740,-0.113430562,0.024717521
ASAH2,0.01535816,0.866733752
SOX2,-0.153164921,0.157121913
LOC100294508,-0.057375451,0.271812511
DENND5A,-0.146030378,0.070836162
DST,0.125098715,0.189642047
CDADC1,-0.019785356,0.73972163
SPTLC2,0.095322776,0.425892037
NTHL1,-0.298113772,0.218915896
BAIAP2L2,0.085685955,0.566311578
TGFBI,-0.508197575,0.022324784
SNRNP40,-0.110778002,0.037178539
STAMBP,0.080486247,0.237125876
SKAP2,0.103151173,0.371830757
PPP1R17,-0.190070332,0.768182126
HDDC3,-0.045177908,0.735841012
RDX,-0.02449894,0.743606991
SUPT6H,0.086887213,0.084198859
RAB7A,-0.003480815,0.924915962
KTN1,-0.100451677,0.112759743
RRAS2,-0.111161697,0.29866476
IL22RA2,-0.084717511,0.798814664
DDX25,0.023938903,0.777120989
DEPDC7,-0.253845415,0.196276595
CNOT7,0.115826665,0.064523019
ALKBH1,-0.008564276,0.911344634
ZCCHC17,-0.043532361,0.407481272
LPCAT3,-0.026326459,0.699568204
MED26,-0.002247773,0.967643633
CNOT1,0.120064482,0.031141832
DMTN,0.104207284,0.142301615
DDI2,0.085997295,0.285032388
FGF10,-0.090266076,0.855715554
PTX3,-0.275544964,0.624843691
KHDRBS2,0.229050613,0.264911723
SLC35E1,0.141342409,0.253796816
GCHFR,0.581288865,0.094462859
ALG8,-0.197571847,0.075530355
HEPH,0.102051985,0.640109131
PLA2G6,0.111195119,0.077196316
0,-0.233901341,0.038844401
GUCY1A1,0.055637746,0.541355391
APOBEC2,-0.113863203,0.780253835
SLC35D3,-0.209016073,0.272460686
SLIRP,-0.043092465,0.624866391
AGMAT,0.593572517,0.216937049
ASPM,0.151611069,0.533468073
PEX7,-0.121095482,0.413340476
CHERP,0.060408248,0.218696128
SOGA3,0.199028328,0.140904647
ADK,0.087027756,0.222673037
SARAF,-0.060661634,0.355326797
CASP8,-0.863033767,0.069646823
KBTBD11,0.003390741,0.967166562
PDE1C,-0.318174307,0.381952998
PDP2,0.157307543,0.32053148
EPB41L2,-0.072295208,0.309511851
GATA2,-0.125959656,0.455014095
EXOSC4,-0.072763067,0.424643372
TLNRD1,-0.087570445,0.371686084
TRIM23,0.075335314,0.18887018
SLC36A1,0.169556394,0.174010755
UNC45A,-0.017198826,0.62104134
PCYT1B,0.111548315,0.376291866
GTF2H1,0.05245155,0.2710322
CACNG3,0.086332617,0.299234566
PELI2,-0.055983746,0.832225963
PRICKLE2,0.051360023,0.405300752
MESD,-0.084153549,0.144813514
PCDH7,0.279678759,0.060621604
DNAJC17,0.079146127,0.221914357
FAM174B,-0.197889319,0.264537816
CAR7,-0.029082133,0.861254282
INPP1,-0.090684363,0.421567908
DBNL,0.070651125,0.401752385
WDR18,0.034389128,0.463811701
NDUFC2,-0.037330961,0.473102933
NAA15,0.033777377,0.588712441
ZBTB38,0.047953048,0.595960984
DNAJC2,-0.128320469,0.152438011
S100A13,-0.195914496,0.063459374
BCL2L13,0.08682223,0.507908457
ZMYM4,0.027180033,0.53964356
THRSP,-0.190951208,0.15473506
TCF4,0.054820212,0.636148951
PCBP4,-0.050477525,0.451143803
EXOSC3,-0.031666206,0.860630559
S100A1,-0.111961196,0.447179188
RHOBTB3,0.11067498,0.284980169
MPC1,-0.041690509,0.456224501
ZSCAN29,0.141083681,0.166047443
BCL9L,-0.066698942,0.439223037
TNIK,0.08431889,0.519972235
ADAM23,0.120739243,0.328457734
VEPH1,0.279245312,0.606056556
MAF,-0.132533709,0.362907324
ZFP598,-0.063406972,0.402217329
LARP6,-0.039771695,0.573910688
BID,0.021003775,0.884415266
MSRA,0.260294482,0.151879509
CEMIP,-0.110068879,0.381331966
CPT2,-0.068672388,0.544347061
SETD6,0.153517295,0.037724213
DYNLRB2,0.454501582,0.266803803
TRMT10B,-0.162041991,0.059116209
TARDBP,0.012003418,0.850741632
CYC1,-0.001918874,0.97198775
CYP2E1,0.392265269,0.520001965
CNTF,-0.194171611,0.383108056
INTS14,0.105757094,0.071821724
ZC3H12C,-0.054159724,0.750658399
THBS4,0.17558021,0.664720024
PYROXD1,0.055887079,0.597334974
CFLAR,-0.08833715,0.369356429
PRR5,-0.113355672,0.450924315
EEF1A2,0.070274662,0.238728245
PXYLP1,-0.039298591,0.720715894
PPM1J,0.354277449,0.084014534
NDRG4,-0.000900169,0.984579595
PRIM2,-0.312407688,0.074557311
RAB2B,-0.061708658,0.461523846
AMPH,0.182175096,0.050755295
KCTD14,-0.325249559,0.425562207
PODXL,-0.06278017,0.426211758
RARG,-0.097410645,0.514209351
DDX10,0.000758039,0.991053161
STK17B,-0.088586752,0.568218268
DNAJC16,0.191158566,0.151037145
PPWD1,0.114789893,0.30103763
SLC39A8,-0.089964918,0.615981284
NEXN,-0.035344601,0.865951923
PDK3,0.049121581,0.594469181
ABHD17B,-0.048529196,0.391838542
SHISA2,-0.011699268,0.949149025
ZFP91,-0.016821462,0.69831788
ZFYVE19,-0.176901829,0.186409396
EPHB2,0.107403992,0.360452217
MFSD10,0.000542662,0.995602522
SGMS1,-0.034843111,0.612375177
MCM3,-0.65523918,0.142487114
FRMPD1,-0.101894482,0.485170089
HS2ST1,0.101798105,0.218820406
UQCRH,-0.025288829,0.702878942
INTS4,-0.015334946,0.704056821
ORC2,-0.03774475,0.661318544
MAN1B1,0.017277911,0.703537927
ARHGEF10,-0.231921402,0.184212834
GRIN3B,0.011532407,0.924135066
ARHGAP29,-0.023072569,0.785956124
RGD1564541,-0.025386449,0.629873359
CLN8,-0.121593822,0.379138166
KCNV2,0.358711142,0.669768753
MADD,0.125490761,0.174673395
DLGAP2,0.131513076,0.381156236
PUM3,0.014581274,0.856196961
SELENOS,0.04074641,0.543022719
TLCD1,-0.092228546,0.495477028
CCDC141,-0.045073184,0.640177973
EIF4EBP1,-0.289197371,0.275750312
AAMDC,0.075993234,0.663773883
MMEL1,-0.004166036,0.953666822
SUGT1,0.048359582,0.295217773
AC124205.1,0.086143433,0.635705956
RMC1,0.092886931,0.249099938
LEPROTL1,-0.057505494,0.209438233
RECQL,-0.012323809,0.838873137
SESTD1,0.163067406,0.3025878
SWSAP1,-0.036975856,0.58472447
TRDN,-0.314911571,0.404975259
LPXN,-0.058361777,0.73296249
PPT1,0.053946302,0.526874657
EPOR,0.043835386,0.923900246
SYNGR3,-0.055759937,0.435197019
MMP15,-0.182330774,0.099491833
